Hurricane_Name,Date, Time , Lat , Lon , Wind(mph) , Pressure(mb) , Storm Type ,Storm, Dates , Max Winds (mph) , Min pressure (mb) , Maximum Strength 
Hurricane-Don,7/18/2023,9:00:00 PM,34.90,-39.20,40,1006,Tropical Storm,,,,,
Hurricane-Don,7/19/2023,3:00:00 AM,34.30,-39.00,40,1006,Tropical Storm,,,,,
Hurricane-Don,7/19/2023,9:00:00 AM,34.00,-39.30,40,1006,Tropical Storm,,,,,
Hurricane-Don,7/19/2023,3:00:00 PM,33.90,-39.60,40,1006,Tropical Storm,,,,,
Hurricane-Don,7/19/2023,9:00:00 PM,33.80,-40.30,46,1004,Tropical Storm,,,,,
Hurricane-Don,7/20/2023,3:00:00 AM,33.90,-40.90,52,1002,Tropical Storm,,,,,
Hurricane-Don,7/20/2023,9:00:00 AM,34.10,-41.60,52,1002,Tropical Storm,,,,,
Hurricane-Don,7/20/2023,3:00:00 PM,34.40,-42.70,52,1002,Tropical Storm,,,,,
Hurricane-Don,7/20/2023,9:00:00 PM,34.70,-43.70,52,1002,Tropical Storm,,,,,
Hurricane-Don,7/21/2023,3:00:00 AM,34.80,-44.70,52,1002,Tropical Storm,,,,,
Hurricane-Don,7/21/2023,5:00:00 AM,35.40,-45.60,52,1002,Tropical Storm,,,,,
Hurricane-Don,7/21/2023,11:00:00 AM,35.80,-46.50,52,1002,Tropical Storm,,,,,
Hurricane-Don,7/21/2023,5:00:00 PM,36.60,-47.50,58,998,Tropical Storm,,,,,
Hurricane-Don,7/21/2023,11:00:00 PM,37.40,-48.60,58,998,Tropical Storm,,,,,
Hurricane-Don,7/22/2023,5:00:00 AM,38.30,-49.60,58,998,Tropical Storm,,,,,
Hurricane-Don,7/22/2023,11:00:00 AM,39.10,-50.10,63,995,Tropical Storm,,,,,
Hurricane-Don,7/22/2023,5:00:00 PM,40.10,-50.00,75,988,Category 1 Hurricane,,,,,
Hurricane-Don,7/22/2023,11:00:00 PM,41.40,-49.60,75,988,Category 1 Hurricane,,,,,
Hurricane-Don,7/23/2023,5:00:00 AM,42.60,-48.90,63,993,Tropical Storm,,,,,
Hurricane-Don,7/23/2023,11:00:00 AM,43.90,-47.80,63,993,Tropical Storm,,,,,
Hurricane-Don,7/23/2023,5:00:00 PM,45.20,-46.50,58,996,Tropical Storm,,,,,
Hurricane-Don,7/24/2023,3:00:00 AM,46.30,-44.80,52,1002,Tropical Storm,,,,,
Hurricane-Don,7/24/2023,9:00:00 AM,47.00,-43.00,46,1005,Tropical Storm,,,,,
Hurricane-Don,7/24/2023,3:00:00 PM,47.60,-40.70,46,1007,Post-Tropical Cyclone,,,,,
Hurricane-Emily,8/20/2023,11:00:00 AM,19.50,-38.80,52,1001,Tropical Storm,,,,,
Hurricane-Emily,8/20/2023,5:00:00 PM,20.20,-39.40,52,1001,Tropical Storm,,,,,
Hurricane-Emily,8/20/2023,11:00:00 PM,20.50,-40.20,46,1001,Tropical Storm,,,,,
Hurricane-Emily,8/21/2023,5:00:00 AM,20.70,-41.10,40,1004,Tropical Storm,,,,,
Hurricane-Emily,8/21/2023,11:00:00 AM,21.10,-41.90,35,1006,Post-Tropical Cyclone,,,,,
Hurricane-Franklin,8/20/2023,5:00:00 PM,14.60,-67.10,46,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/20/2023,8:00:00 PM,14.80,-67.80,46,1001,Tropical Storm,,,,,
Hurricane-Franklin,8/20/2023,11:00:00 PM,14.90,-68.30,52,999,Tropical Storm,,,,,
Hurricane-Franklin,8/21/2023,2:00:00 AM,15.00,-68.80,52,999,Tropical Storm,,,,,
Hurricane-Franklin,8/21/2023,5:00:00 AM,15.00,-69.20,52,999,Tropical Storm,,,,,
Hurricane-Franklin,8/21/2023,8:00:00 AM,15.10,-69.60,52,999,Tropical Storm,,,,,
Hurricane-Franklin,8/21/2023,11:00:00 AM,15.00,-70.10,52,999,Tropical Storm,,,,,
Hurricane-Franklin,8/21/2023,2:00:00 PM,14.50,-70.10,52,999,Tropical Storm,,,,,
Hurricane-Franklin,8/21/2023,5:00:00 PM,14.30,-70.10,52,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/21/2023,8:00:00 PM,14.30,-70.10,52,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/21/2023,11:00:00 PM,14.50,-70.20,52,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/22/2023,2:00:00 AM,14.70,-70.40,52,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/22/2023,5:00:00 AM,14.80,-70.30,52,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/22/2023,8:00:00 AM,14.60,-70.70,52,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/22/2023,11:00:00 AM,15.50,-71.10,52,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/22/2023,2:00:00 PM,15.50,-71.40,52,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/22/2023,5:00:00 PM,15.80,-71.40,40,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/22/2023,8:00:00 PM,16.00,-71.40,40,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/22/2023,11:00:00 PM,16.40,-71.40,40,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/23/2023,2:00:00 AM,16.90,-71.40,46,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/23/2023,5:00:00 AM,17.40,-71.30,52,1000,Tropical Storm,,,,,
Hurricane-Franklin,8/23/2023,8:00:00 AM,17.90,-71.20,52,1000,Tropical Storm,,,,,
Hurricane-Franklin,8/23/2023,11:00:00 AM,18.90,-70.90,40,1004,Tropical Storm,,,,,
Hurricane-Franklin,8/23/2023,2:00:00 PM,19.20,-70.70,40,1004,Tropical Storm,,,,,
Hurricane-Franklin,8/23/2023,5:00:00 PM,19.80,-70.60,40,1004,Tropical Storm,,,,,
Hurricane-Franklin,8/23/2023,8:00:00 PM,20.60,-70.50,40,1004,Tropical Storm,,,,,
Hurricane-Franklin,8/23/2023,11:00:00 PM,21.20,-70.40,46,1002,Tropical Storm,,,,,
Hurricane-Franklin,8/24/2023,2:00:00 AM,21.60,-70.50,52,1001,Tropical Storm,,,,,
Hurricane-Franklin,8/24/2023,5:00:00 AM,21.90,-70.40,52,1001,Tropical Storm,,,,,
Hurricane-Franklin,8/24/2023,11:00:00 AM,22.20,-69.90,58,998,Tropical Storm,,,,,
Hurricane-Franklin,8/24/2023,5:00:00 PM,22.40,-68.90,58,998,Tropical Storm,,,,,
Hurricane-Franklin,8/24/2023,11:00:00 PM,22.60,-68.30,58,1000,Tropical Storm,,,,,
Hurricane-Franklin,8/25/2023,5:00:00 AM,22.70,-68.00,58,1000,Tropical Storm,,,,,
Hurricane-Franklin,8/25/2023,9:10:00 AM,21.90,-68.00,52,1003,Tropical Storm,,,,,
Hurricane-Franklin,8/25/2023,11:00:00 AM,21.80,-67.80,52,1003,Tropical Storm,,,,,
Hurricane-Franklin,8/25/2023,5:00:00 PM,21.90,-67.00,52,1003,Tropical Storm,,,,,
Hurricane-Franklin,8/25/2023,11:00:00 PM,22.40,-66.20,58,996,Tropical Storm,,,,,
Hurricane-Franklin,8/26/2023,5:00:00 AM,22.80,-65.80,63,992,Tropical Storm,,,,,
Hurricane-Franklin,8/26/2023,11:00:00 AM,23.50,-66.70,75,989,Category 1 Hurricane,,,,,
Hurricane-Franklin,8/26/2023,5:00:00 PM,23.80,-67.50,86,982,Category 1 Hurricane,,,,,
Hurricane-Franklin,8/26/2023,11:00:00 PM,23.90,-68.20,86,975,Category 1 Hurricane,,,,,
Hurricane-Franklin,8/27/2023,5:00:00 AM,24.70,-68.70,92,973,Category 1 Hurricane,,,,,
Hurricane-Franklin,8/27/2023,11:00:00 AM,25.10,-69.30,98,971,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/27/2023,5:00:00 PM,25.90,-70.00,98,970,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/27/2023,11:00:00 PM,26.40,-70.50,104,962,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/28/2023,5:00:00 AM,27.20,-70.80,115,956,Category 3 Major Hurricane,,,,,
Hurricane-Franklin,8/28/2023,7:35:00 AM,27.40,-70.80,132,942,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/28/2023,9:00:00 AM,27.50,-70.90,144,937,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/28/2023,11:00:00 AM,27.80,-71.00,144,937,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/28/2023,2:00:00 PM,28.10,-71.10,144,937,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/28/2023,5:00:00 PM,28.50,-71.00,144,937,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/28/2023,8:00:00 PM,29.00,-71.10,150,926,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/28/2023,11:00:00 PM,29.40,-71.00,150,926,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/29/2023,2:00:00 AM,29.80,-71.00,144,930,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/29/2023,5:00:00 AM,30.20,-70.80,138,935,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/29/2023,8:00:00 AM,30.40,-70.70,132,941,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/29/2023,11:00:00 AM,30.80,-70.40,132,941,Category 4 Major Hurricane,,,,,
Hurricane-Franklin,8/29/2023,2:00:00 PM,31.00,-70.20,127,947,Category 3 Major Hurricane,,,,,
Hurricane-Franklin,8/29/2023,5:00:00 PM,31.40,-69.90,127,947,Category 3 Major Hurricane,,,,,
Hurricane-Franklin,8/29/2023,8:00:00 PM,31.90,-69.40,127,947,Category 3 Major Hurricane,,,,,
Hurricane-Franklin,8/29/2023,11:00:00 PM,32.30,-69.00,115,953,Category 3 Major Hurricane,,,,,
Hurricane-Franklin,8/30/2023,2:00:00 AM,32.60,-68.70,115,953,Category 3 Major Hurricane,,,,,
Hurricane-Franklin,8/30/2023,5:00:00 AM,33.00,-68.20,109,956,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/30/2023,8:00:00 AM,33.30,-67.60,109,956,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/30/2023,11:00:00 AM,33.60,-67.10,104,961,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/30/2023,2:00:00 PM,33.90,-66.60,104,961,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/30/2023,5:00:00 PM,34.20,-65.90,104,961,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/30/2023,8:00:00 PM,34.40,-65.20,104,961,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/30/2023,11:00:00 PM,34.60,-64.50,98,965,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/31/2023,2:00:00 AM,34.70,-63.90,98,965,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/31/2023,5:00:00 AM,34.90,-63.20,98,965,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/31/2023,11:00:00 AM,35.10,-61.60,98,965,Category 2 Hurricane,,,,,
Hurricane-Franklin,8/31/2023,5:00:00 PM,36.00,-60.10,92,970,Category 1 Hurricane,,,,,
Hurricane-Franklin,8/31/2023,11:00:00 PM,36.80,-58.60,86,979,Category 1 Hurricane,,,,,
Hurricane-Franklin,9/1/2023,5:00:00 AM,37.80,-57.00,81,983,Category 1 Hurricane,,,,,
Hurricane-Franklin,9/1/2023,11:00:00 AM,38.70,-55.60,75,985,Category 1 Hurricane,,,,,
Hurricane-Franklin,9/1/2023,5:00:00 PM,39.50,-53.80,81,979,Post-Tropical Cyclone,,,,,
Hurricane-Gert,8/19/2023,5:00:00 PM,16.70,-50.20,35,1006,Tropical Depression,,,,,
Hurricane-Gert,8/19/2023,11:00:00 PM,17.20,-51.50,35,1006,Tropical Depression,,,,,
Hurricane-Gert,8/20/2023,5:00:00 AM,16.80,-52.90,35,1007,Tropical Depression,,,,,
Hurricane-Gert,8/20/2023,11:00:00 AM,16.80,-53.70,35,1008,Tropical Depression,,,,,
Hurricane-Gert,8/20/2023,5:00:00 PM,16.60,-54.70,35,1008,Tropical Depression,,,,,
Hurricane-Gert,8/20/2023,11:00:00 PM,16.70,-55.70,35,1008,Tropical Depression,,,,,
Hurricane-Gert,8/21/2023,12:00:00 AM,16.70,-55.90,40,1006,Tropical Storm,,,,,
Hurricane-Gert,8/21/2023,5:00:00 AM,16.70,-56.40,40,1006,Tropical Storm,,,,,
Hurricane-Gert,8/21/2023,11:00:00 AM,16.90,-57.00,40,1006,Tropical Storm,,,,,
Hurricane-Gert,8/21/2023,5:00:00 PM,17.10,-57.50,29,1008,Tropical Depression,,,,,
Hurricane-Gert,8/21/2023,11:00:00 PM,17.10,-58.40,29,1008,Tropical Depression,,,,,
Hurricane-Gert,8/22/2023,5:00:00 AM,17.20,-58.80,29,1008,Tropical Depression,,,,,
Hurricane-Gert,8/22/2023,11:00:00 AM,17.40,-59.70,29,1008,Post-Tropical Cyclone,,,,,
Hurricane-Gert,9/1/2023,5:00:00 AM,28.70,-55.00,35,1008,Tropical Depression,,,,,
Hurricane-Gert,9/1/2023,11:00:00 AM,28.70,-54.60,35,1008,Tropical Depression,,,,,
Hurricane-Gert,9/1/2023,5:00:00 PM,27.80,-54.40,40,1006,Tropical Storm,,,,,
Hurricane-Gert,9/1/2023,11:00:00 PM,28.20,-54.90,46,1006,Tropical Storm,,,,,
Hurricane-Gert,9/2/2023,5:00:00 AM,27.70,-54.30,46,1003,Tropical Storm,,,,,
Hurricane-Gert,9/2/2023,11:00:00 AM,27.80,-54.10,52,999,Tropical Storm,,,,,
Hurricane-Gert,9/2/2023,5:00:00 PM,28.40,-53.80,52,999,Tropical Storm,,,,,
Hurricane-Gert,9/2/2023,11:00:00 PM,29.10,-53.40,58,998,Tropical Storm,,,,,
Hurricane-Gert,9/3/2023,5:00:00 AM,29.90,-52.90,58,998,Tropical Storm,,,,,
Hurricane-Gert,9/3/2023,11:00:00 AM,31.20,-51.90,58,997,Tropical Storm,,,,,
Hurricane-Gert,9/3/2023,5:00:00 PM,32.80,-51.30,52,999,Tropical Storm,,,,,
Hurricane-Gert,9/3/2023,11:00:00 PM,35.40,-50.70,52,1000,Tropical Storm,,,,,
Hurricane-Gert,9/4/2023,5:00:00 AM,37.60,-51.00,52,1000,Tropical Storm,,,,,
Hurricane-Gert,9/4/2023,11:00:00 AM,40.50,-51.00,52,1001,Remnants Of,,,,,
Hurricane-Harold,8/21/2023,10:00:00 AM,25.00,-89.90,29,1008,Potential Tropical Cyclone,,,,,
Hurricane-Harold,8/21/2023,1:00:00 PM,25.00,-91.00,35,1008,Potential Tropical Cyclone,,,,,
Hurricane-Harold,8/21/2023,4:00:00 PM,25.20,-91.60,35,1008,Tropical Depression,,,,,
Hurricane-Harold,8/21/2023,7:00:00 PM,25.40,-92.40,35,1008,Tropical Depression,,,,,
Hurricane-Harold,8/21/2023,10:00:00 PM,25.70,-93.30,35,1008,Tropical Depression,,,,,
Hurricane-Harold,8/22/2023,1:00:00 AM,25.80,-94.40,46,1004,Tropical Storm,,,,,
Hurricane-Harold,8/22/2023,4:00:00 AM,25.80,-95.10,46,1004,Tropical Storm,,,,,
Hurricane-Harold,8/22/2023,7:00:00 AM,26.20,-96.40,46,1004,Tropical Storm,,,,,
Hurricane-Harold,8/22/2023,9:00:00 AM,27.00,-97.00,52,1000,Tropical Storm,,,,,
Hurricane-Harold,8/22/2023,10:00:00 AM,27.10,-97.40,52,998,Tropical Storm,,,,,
Hurricane-Harold,8/22/2023,1:00:00 PM,27.20,-98.40,46,996,Tropical Storm,,,,,
Hurricane-Harold,8/22/2023,4:00:00 PM,27.60,-99.30,35,999,Tropical Depression,,,,,
Hurricane-Harold,8/22/2023,10:00:00 PM,27.40,-100.20,35,1002,Tropical Depression,,,,,
Hurricane-Harold,8/23/2023,4:00:00 AM,28.60,-102.10,29,1005,Tropical Depression,,,,,
Hurricane-Harold,8/23/2023,10:00:00 AM,30.40,-104.40,23,1010,Remnants Of,,,,,
Hurricane-Idalia,8/26/2023,4:00:00 PM,21.10,-86.10,29,1006,Tropical Depression,,,,,
Hurricane-Idalia,8/26/2023,7:00:00 PM,21.20,-86.20,29,1005,Tropical Depression,,,,,
Hurricane-Idalia,8/26/2023,10:00:00 PM,21.10,-86.40,35,1005,Tropical Depression,,,,,
Hurricane-Idalia,8/27/2023,1:00:00 AM,20.70,-86.80,35,1001,Tropical Depression,,,,,
Hurricane-Idalia,8/27/2023,4:00:00 AM,20.10,-86.80,35,1001,Tropical Depression,,,,,
Hurricane-Idalia,8/27/2023,7:00:00 AM,19.70,-86.30,35,1001,Tropical Depression,,,,,
Hurricane-Idalia,8/27/2023,10:00:00 AM,19.90,-85.80,35,1001,Tropical Depression,,,,,
Hurricane-Idalia,8/27/2023,10:15:00 AM,19.90,-85.80,40,996,Tropical Storm,,,,,
Hurricane-Idalia,8/27/2023,1:00:00 PM,20.00,-85.80,40,996,Tropical Storm,,,,,
Hurricane-Idalia,8/27/2023,4:00:00 PM,20.10,-85.50,40,995,Tropical Storm,,,,,
Hurricane-Idalia,8/27/2023,7:00:00 PM,20.10,-85.40,46,995,Tropical Storm,,,,,
Hurricane-Idalia,8/27/2023,10:00:00 PM,19.80,-85.30,58,992,Tropical Storm,,,,,
Hurricane-Idalia,8/28/2023,1:00:00 AM,19.70,-85.30,58,990,Tropical Storm,,,,,
Hurricane-Idalia,8/28/2023,4:00:00 AM,20.10,-85.20,63,989,Tropical Storm,,,,,
Hurricane-Idalia,8/28/2023,7:00:00 AM,20.60,-85.20,63,989,Tropical Storm,,,,,
Hurricane-Idalia,8/28/2023,10:00:00 AM,20.80,-85.20,63,990,Tropical Storm,,,,,
Hurricane-Idalia,8/28/2023,1:00:00 PM,21.20,-85.10,69,987,Tropical Storm,,,,,
Hurricane-Idalia,8/28/2023,4:00:00 PM,21.40,-85.10,69,987,Tropical Storm,,,,,
Hurricane-Idalia,8/28/2023,7:00:00 PM,21.70,-85.10,69,983,Tropical Storm,,,,,
Hurricane-Idalia,8/28/2023,10:00:00 PM,22.00,-85.00,69,983,Tropical Storm,,,,,
Hurricane-Idalia,8/29/2023,1:00:00 AM,22.60,-85.00,69,983,Tropical Storm,,,,,
Hurricane-Idalia,8/29/2023,4:00:00 AM,23.10,-85.00,75,981,Category 1 Hurricane,,,,,
Hurricane-Idalia,8/29/2023,7:00:00 AM,23.80,-84.80,81,977,Category 1 Hurricane,,,,,
Hurricane-Idalia,8/29/2023,11:00:00 AM,24.60,-84.80,86,976,Category 1 Hurricane,,,,,
Hurricane-Idalia,8/29/2023,2:00:00 PM,25.20,-84.90,92,974,Category 1 Hurricane,,,,,
Hurricane-Idalia,8/29/2023,5:00:00 PM,26.10,-84.80,98,972,Category 2 Hurricane,,,,,
Hurricane-Idalia,8/29/2023,8:00:00 PM,26.90,-84.70,104,965,Category 2 Hurricane,,,,,
Hurricane-Idalia,8/29/2023,10:00:00 PM,27.40,-84.60,109,960,Category 2 Hurricane,,,,,
Hurricane-Idalia,8/29/2023,11:00:00 PM,27.70,-84.50,109,958,Category 2 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,12:00:00 AM,27.90,-84.60,109,958,Category 2 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,1:00:00 AM,28.10,-84.60,109,958,Category 2 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,2:00:00 AM,28.30,-84.50,121,945,Category 3 Major Hurricane,,,,,
Hurricane-Idalia,8/30/2023,3:00:00 AM,28.50,-84.30,121,944,Category 3 Major Hurricane,,,,,
Hurricane-Idalia,8/30/2023,4:00:00 AM,28.90,-84.10,127,941,Category 3 Major Hurricane,,,,,
Hurricane-Idalia,8/30/2023,5:00:00 AM,29.10,-84.10,132,940,Category 4 Major Hurricane,,,,,
Hurricane-Idalia,8/30/2023,6:00:00 AM,29.30,-83.90,132,942,Category 4 Major Hurricane,,,,,
Hurricane-Idalia,8/30/2023,7:00:00 AM,29.60,-83.80,127,947,Category 3 Major Hurricane,,,,,
Hurricane-Idalia,8/30/2023,7:45:00 AM,29.80,-83.60,127,949,Category 3 Major Hurricane,,,,,
Hurricane-Idalia,8/30/2023,8:00:00 AM,29.90,-83.50,121,950,Category 3 Major Hurricane,,,,,
Hurricane-Idalia,8/30/2023,9:00:00 AM,30.20,-83.50,109,957,Category 2 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,10:00:00 AM,30.50,-83.30,104,964,Category 2 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,11:00:00 AM,30.60,-83.20,92,971,Category 1 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,12:00:00 PM,31.00,-82.90,86,975,Category 1 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,1:00:00 PM,31.20,-82.80,81,978,Category 1 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,2:00:00 PM,31.40,-82.50,75,981,Category 1 Hurricane,,,,,
Hurricane-Idalia,8/30/2023,5:00:00 PM,32.20,-81.70,69,984,Tropical Storm,,,,,
Hurricane-Idalia,8/30/2023,8:00:00 PM,32.70,-80.90,63,985,Tropical Storm,,,,,
Hurricane-Idalia,8/30/2023,11:00:00 PM,33.00,-80.00,58,987,Tropical Storm,,,,,
Hurricane-Idalia,8/31/2023,2:00:00 AM,33.50,-79.10,58,991,Tropical Storm,,,,,
Hurricane-Idalia,8/31/2023,5:00:00 AM,33.60,-78.00,58,991,Tropical Storm,,,,,
Hurricane-Idalia,8/31/2023,8:00:00 AM,33.70,-77.00,58,990,Tropical Storm,,,,,
Hurricane-Idalia,8/31/2023,11:00:00 AM,33.60,-75.80,58,992,Tropical Storm,,,,,
Hurricane-Idalia,8/31/2023,2:00:00 PM,33.60,-74.80,63,994,Tropical Storm,,,,,
Hurricane-Idalia,8/31/2023,5:00:00 PM,33.50,-73.50,63,994,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,8/31/2023,8:00:00 PM,33.40,-72.20,63,994,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,8/31/2023,11:00:00 PM,33.10,-71.50,63,996,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/1/2023,2:00:00 AM,32.70,-70.60,63,996,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/1/2023,5:00:00 AM,32.60,-69.80,58,998,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/1/2023,8:00:00 AM,32.30,-69.00,58,998,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/1/2023,11:00:00 AM,31.90,-67.90,58,998,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/1/2023,2:00:00 PM,31.70,-67.20,52,1000,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/1/2023,5:00:00 PM,32.00,-66.50,52,1000,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/1/2023,8:00:00 PM,31.90,-66.00,52,1000,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/1/2023,11:00:00 PM,31.80,-65.30,52,1000,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/2/2023,2:00:00 AM,31.70,-64.90,52,999,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/2/2023,5:00:00 AM,31.70,-64.60,58,999,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/2/2023,8:00:00 AM,31.60,-64.40,58,999,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/2/2023,11:00:00 AM,31.60,-63.50,58,999,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/2/2023,2:00:00 PM,31.60,-63.40,58,997,Post-Tropical Cyclone,,,,,
Hurricane-Idalia,9/2/2023,5:00:00 PM,32.00,-62.70,58,997,Post-Tropical Cyclone,,,,,
Hurricane-Jose,8/29/2023,11:00:00 AM,27.90,-51.40,35,1014,Tropical Depression,,,,,
Hurricane-Jose,8/29/2023,5:00:00 PM,28.20,-51.80,35,1014,Tropical Depression,,,,,
Hurricane-Jose,8/29/2023,11:00:00 PM,28.20,-52.40,35,1014,Tropical Depression,,,,,
Hurricane-Jose,8/30/2023,5:00:00 AM,28.20,-52.10,35,1014,Tropical Depression,,,,,
Hurricane-Jose,8/30/2023,11:00:00 AM,28.30,-52.10,35,1014,Tropical Depression,,,,,
Hurricane-Jose,8/30/2023,5:00:00 PM,28.50,-52.30,35,1014,Tropical Depression,,,,,
Hurricane-Jose,8/30/2023,11:00:00 PM,28.50,-52.40,35,1014,Tropical Depression,,,,,
Hurricane-Jose,8/31/2023,5:00:00 AM,28.80,-52.20,40,1011,Tropical Storm,,,,,
Hurricane-Jose,8/31/2023,11:00:00 AM,29.70,-52.10,40,1010,Tropical Storm,,,,,
Hurricane-Jose,8/31/2023,5:00:00 PM,30.80,-52.20,40,1009,Tropical Storm,,,,,
Hurricane-Jose,8/31/2023,11:00:00 PM,32.70,-52.40,58,1002,Tropical Storm,,,,,
Hurricane-Jose,9/1/2023,5:00:00 AM,33.90,-52.00,58,997,Tropical Storm,,,,,
Hurricane-Jose,9/1/2023,11:00:00 AM,36.00,-50.90,52,999,Tropical Storm,,,,,
Hurricane-Jose,9/1/2023,5:00:00 PM,39.40,-49.10,52,996,Tropical Storm,,,,,
Hurricane-Jose,9/1/2023,11:00:00 PM,42.10,-47.40,46,999,Remnants Of,,,,,
AL,,,,,,,,Arlene,6/1 - 6/3,35,1007,Tropical Storm
AL,,,,,,,,Bret,6/19 - 6/24,60,1009,Tropical Storm
AL,,,,,,,,Cindy,6/22 - 6/25,50,1011,Tropical Storm
AL,,,,,,,,Don,7/14 - 7/24,65,1011,Hurricane
AL,,,,,,,,Emily,8/20 - 8/21,45,1006,Tropical Storm
AL,,,,,,,,Franklin,8/20 - 9/1,130,1004,Hurricane
AL,,,,,,,,Gert,8/19 - 9/4,50,1008,Tropical Storm
AL,,,,,,,,Harold,8/21 - 8/23,45,1010,Tropical Storm
AL,,,,,,,,Idalia,8/26 - 9/2,115,1006,Hurricane
AL,,,,,,,,Jose,8/29 - 9/1,50,1014,Tropical Storm
AL,,,,,,,,Katia,9/1 - 9/4,50,1010,Tropical Storm
AL,,,,,,,,Lee,9/5 - 9/17,145,1008,Hurricane
AL,,,,,,,,Margot,9/7 - 9/17,80,1005,Hurricane
AL,,,,,,,,Nigel,9/15 - 9/22,85,1007,Hurricane
AL,,,,,,,,Ophelia,9/21 - 9/24,60,1012,Tropical Storm
AL,,,,,,,,Philippe,9/23 - 10/6,45,1007,Tropical Storm
AL,,,,,,,,Rina,9/28 - 10/1,45,1010,Tropical Storm
AL,,,,,,,,Sean,10/10 - 10/15,40,1011,Tropical Storm
AL,,,,,,,,Tammy,10/18 - 10/29,90,1007,Hurricane
AL,,,,,,,,Twenty-One,10/23 - 10/24,25,1007,Tropical Depression
AL,,,,,,,,Twenty-Two,11/16 - 11/17,30,1006,Potential Tropical Cyclone
Hurricane-Lee,9/5/2023,11:00:00 AM,12.50,-40.20,35,1008,Tropical Depression,,,,,
Hurricane-Lee,9/5/2023,5:00:00 PM,13.20,-41.80,46,1005,Tropical Storm,,,,,
Hurricane-Lee,9/5/2023,11:00:00 PM,13.50,-43.00,52,1003,Tropical Storm,,,,,
Hurricane-Lee,9/6/2023,5:00:00 AM,13.70,-44.60,63,997,Tropical Storm,,,,,
Hurricane-Lee,9/6/2023,11:00:00 AM,14.10,-45.50,69,994,Tropical Storm,,,,,
Hurricane-Lee,9/6/2023,5:00:00 PM,14.90,-46.40,75,991,Category 1 Hurricane,,,,,
Hurricane-Lee,9/6/2023,11:00:00 PM,15.40,-47.70,81,989,Category 1 Hurricane,,,,,
Hurricane-Lee,9/7/2023,5:00:00 AM,16.10,-48.60,81,989,Category 1 Hurricane,,,,,
